IDind,daily_calories_2000,daily_calories_2011,height_cm_2000,height_cm_2011,age_2000,age_2011
451204123004,844.0366666666665,702.9478226666666,92.0,151.0,3.0,14.0
452102002043,975.2540169999999,1337.2519666666665,94.0,153.5,4.0,14.0
452102013004,2402.0753013333333,2901.731333333333,165.9,168.0,16.0,26.0
452102017004,1798.3051225000002,2073.7668933333334,157.0,159.0,15.0,25.0
452102017021,1195.9082858055556,2058.08038,138.3,160.6,10.0,21.0
452102020003,2100.146449,3676.6334077777774,178.3,180.0,16.0,27.0
452103004061,1099.5612586666666,1439.82732,84.0,159.0,1.0,12.0
452103020004,2393.538360666667,3204.6004000000007,161.4,162.2,16.0,27.0
452103043003,1255.9461000000001,2276.5371999999998,101.8,154.8,4.0,15.0
452103061003,1140.6615085,2122.0320269999997,109.3,159.2,5.0,16.0
452103062003,656.4675472067039,2237.1156876666664,91.0,156.1,3.0,13.0
452103063003,714.3813333333334,2297.74755,96.0,167.6,3.0,14.0
452103063004,407.51433333333335,2217.25065,71.5,145.2,1.0,12.0
452103065003,1358.8580066666666,1852.2808503333333,101.5,153.1,4.0,15.0
452104003005,2431.9816666666666,1998.528774,163.0,175.3,15.0,26.0
452104006062,847.3333333333334,1875.3589933333333,76.0,139.0,1.0,12.0
452104007043,1764.0501456666668,1817.5325413333333,91.8,157.3,3.0,14.0
452104012006,1532.539114444444,2907.1306,132.9,164.0,12.0,23.0
452104014005,3149.528333333333,3105.02525,163.3,165.0,17.0,28.0
452104017003,2207.513032916667,1373.2075986666666,127.5,158.0,12.0,22.0
452104020005,2997.2767140943397,2531.4366733333336,156.0,172.4,15.0,26.0
452105004003,1547.1420723333333,3119.139065,138.7,165.2,12.0,23.0
452201007006,2290.203631388889,2608.2992073333335,120.0,169.5,6.0,17.0
452201041003,1530.165841,2617.8049916666664,157.0,165.0,15.0,26.0
452201043003,1578.5608503333333,1917.8728907500001,129.5,157.5,8.0,19.0
452202082003,1082.5166666666667,1874.4080866666666,91.0,158.0,3.0,14.0
452202083003,703.5899999999998,1457.1170313333334,100.0,153.0,3.0,14.0
452203015063,1363.7662276666667,2080.8152700000005,100.0,163.5,3.0,14.0
452203123001,2056.1921666666667,2100.5244676666666,169.8,162.0,19.0,30.0
452203127003,1203.3966666666665,2410.4140016666665,97.0,147.5,2.0,13.0
452204002005,2176.6657256666663,1925.1667256666667,131.5,163.0,13.0,24.0
452204015006,3077.2448403333333,4333.248402,150.0,161.5,14.0,24.0
452204015007,3212.225620333333,2730.2456706666667,138.0,161.0,12.0,23.0
452204061003,1242.0482342222222,1924.0212609999999,95.5,158.0,4.0,15.0
452204082003,826.7925,1607.5837750000003,91.0,146.0,3.0,14.0
452301004031,1681.5252204166666,1136.1109016666667,142.0,173.0,11.0,21.0
452301008032,1468.1747602884616,2636.585468333333,123.0,171.0,7.0,18.0
452301015005,2369.3079751249998,3287.208946618864,149.1,172.0,12.0,23.0
452301016003,2407.4521686666667,2440.4786403333333,145.9,143.5,18.0,29.0
452301081003,1438.3370000000002,2080.4026800000006,129.0,172.0,8.0,19.0
452301082003,1387.7773333333334,2347.7201866666665,119.5,171.0,6.0,17.0
452302001041,1215.6200863333336,1516.595725670498,104.5,148.0,5.0,16.0
452302001042,1080.6675336666667,1517.620411111111,93.5,151.5,4.0,14.0
452302001061,1075.193429190476,1515.9885666666667,81.0,140.5,1.0,12.0
452302006061,812.8655359999999,1691.8265533333333,92.5,153.5,4.0,15.0
452302009042,1063.364811,2182.954077,97.5,142.0,3.0,14.0
452302010005,2281.2648456666666,3337.834404333333,149.7,161.5,14.0,25.0
452302011021,1394.0880763333334,2827.1598129999998,130.3,170.0,10.0,21.0
452302011041,1066.9664876666668,2154.8417740000004,103.3,166.0,4.0,14.0
452302012021,1443.6684814999999,2332.486703,120.8,156.5,9.0,20.0
452302013064,802.3686643333334,1323.0809843333334,86.0,150.0,2.0,13.0
452302016032,1288.8899316666666,2963.5362065252525,108.0,159.0,7.0,18.0
452302016041,1124.0429336666666,1794.302411386973,97.0,144.0,4.0,15.0
452302016042,992.5997592222221,2416.1828593333335,85.5,136.0,3.0,13.0
452303002006,2403.9026716666667,2487.5850758585857,153.3,163.5,13.0,24.0
452303007006,2669.224196666667,1581.4395613333334,140.6,170.5,11.0,22.0
452303009042,1158.2874176666667,1548.3675746666668,90.0,162.5,3.0,14.0
452303012042,934.6701153333333,2642.944953333333,105.0,160.0,5.0,15.0
452303012043,644.8579166666667,2012.3982799999997,85.0,137.5,3.0,13.0
452303014003,2694.0028623333337,2759.2547525252526,169.5,162.7,18.0,28.0
452303015041,1015.6621333333334,1379.58528,101.0,158.5,4.0,15.0
452303102004,879.1750000000001,1661.36542,86.0,141.0,2.0,12.0
452304041003,1244.5876976666668,2854.878794444445,116.0,170.5,7.0,18.0
452304041004,1248.4092843333335,2568.285069722222,106.5,168.5,5.0,16.0
452402009041,611.0386833333333,2440.4491946666662,132.5,174.0,7.0,18.0
452402042004,2111.146898666667,2071.374163,110.0,151.5,7.0,18.0
452402042005,1653.2870823333333,1546.335382,100.0,137.5,5.0,15.0
452403002003,2407.949461,2491.3317545,159.0,159.0,11.0,22.0
452403004007,3273.40539,2539.8662726666666,135.0,179.0,11.0,22.0
452403007004,2504.4711946666666,2084.029626333333,153.0,177.5,13.0,24.0
452404041061,1199.309082,2051.3037576666666,88.0,154.5,2.0,13.0
452404042061,972.6136966666667,1783.1250026666667,100.4,164.9,3.0,14.0
452404141003,1625.075,2244.1149313333335,117.0,165.1,7.0,18.0
521106013005,1474.8244559999996,1520.13354,125.0,151.1,10.0,21.0
521106018062,494.25180266666666,2897.9550587073663,76.0,150.8,0.0,11.0
521107005003,1282.103484,2934.2945769166668,163.0,177.2,14.0,25.0
521107005004,1223.1910105,2874.7139683333335,158.0,169.2,16.0,27.0
521107006006,1813.5677516666667,2774.6525233333336,,170.1,7.0,18.0
521107006061,1288.9170020000001,2304.874174,86.0,154.4,3.0,14.0
521107015061,944.5612983333332,1233.174632,91.0,151.2,2.0,13.0
521107018006,1884.1140446666666,1588.590865666667,146.9,156.1,17.0,28.0
521107019007,651.8976983333333,1957.6689541666667,84.0,145.3,3.0,14.0
521108012004,2572.0079345555555,2305.0753654999994,140.0,170.8,10.0,21.0
521108012005,2352.4062759999997,2061.5952340277777,121.0,150.1,9.0,20.0
521108015005,1657.382840583333,1680.8939711666665,146.0,155.2,12.0,23.0
521109017003,1449.1266666666668,3611.321402222222,,150.0,2.0,13.0
521201015003,1630.5063587500001,2063.7619482165537,128.6,152.0,11.0,22.0
521202010004,2740.4305991666665,1824.888920833333,160.2,165.0,14.0,24.0
521202042003,1250.3396399717512,4190.406603333334,115.5,174.2,7.0,18.0
521203020004,2740.2313115833335,2018.1639149999999,157.9,163.4,13.0,24.0
521204011043,924.8780906666667,1700.33636375,88.0,150.0,3.0,14.0
521204013005,2693.8333333333335,1714.9642335833335,153.7,154.2,14.0,25.0
521204014006,1204.9338341666664,1974.439953,155.8,157.2,16.0,27.0
522101015061,1076.590382,2110.8382306666667,84.0,157.5,2.0,13.0
522102001061,382.4301786666667,1611.8459194761906,89.0,159.9,2.0,13.0
522102004061,973.3927155833334,1998.44789625,80.0,145.0,2.0,13.0
522103006042,629.722133,1017.7815306666665,84.0,142.0,3.0,14.0
522104003042,681.4381766666667,1218.8991829166669,90.5,154.4,3.0,15.0
522201005042,2510.3569,2390.3968203333334,94.8,161.5,4.0,14.0
522201006004,2297.9758633333336,1585.3799999999999,144.4,150.4,13.0,24.0
522201011063,744.4788994166666,1703.2088490079361,115.2,165.0,6.0,17.0
522201015032,2090.1518979166667,889.6736526666667,114.1,151.0,7.0,18.0
522201015041,1920.8698262857142,2192.5043662499997,106.5,157.5,6.0,16.0
522201018004,1609.0002154166668,1623.7287276190473,133.6,157.3,11.0,21.0
522201020062,933.6298045833333,1389.4846612499998,79.0,150.4,1.0,12.0
522201061006,1050.6307819166668,2318.822652857143,93.0,157.2,3.0,14.0
522202004005,2247.5266276666666,3377.1649837500004,168.0,169.2,18.0,29.0
522202010007,3201.7135943333337,1565.4925093333331,159.0,162.0,19.0,30.0
522202012022,1595.5055232134146,1814.3166883333333,125.1,160.9,11.0,21.0
522202018022,1206.3015176666665,2484.5267392222217,138.4,166.0,10.0,21.0
522202018061,932.7527873333335,2537.6166805555554,92.0,160.4,2.0,13.0
522202020004,2697.400778333333,1985.486032,167.5,164.0,19.0,29.0
522202063003,879.6696443333334,3256.0058616190477,99.7,166.2,4.0,15.0
522202101004,529.9868333333333,1491.339103333333,91.0,147.9,4.0,14.0
522203007006,3075.633233666667,1592.2360013333334,163.0,165.8,17.0,28.0
522203012032,2145.5962878333335,1171.489004,120.1,159.6,7.0,18.0
522203019031,1540.3666666666668,1497.879149333333,117.0,158.1,8.0,19.0
522203019032,1614.4585,1503.7140536666666,110.0,171.6,6.0,17.0
522204041061,982.4681130833333,1180.6573333333333,90.0,149.7,2.0,13.0
522204064004,1284.335500045761,1045.63929,90.0,151.1,4.0,15.0
522204064061,1413.8240117124278,970.0522299999999,80.3,146.6,2.0,13.0
522301017003,1998.8312256666666,1890.006746,141.3,159.0,14.0,25.0
522301018061,599.0346283333334,2057.7387586666664,90.8,155.0,3.0,14.0
522301043003,892.6096036666668,1552.2651554166669,115.0,166.3,5.0,16.0
522301103003,878.1966666666667,1814.2205944999998,97.0,153.1,4.0,15.0
522302031003,1239.7667046666668,2240.7191026666665,124.5,163.4,9.0,20.0
522302042004,903.4511936666668,980.7554376666667,92.5,155.4,3.0,14.0
522302043003,1314.6033333333332,862.0309163333333,,156.6,4.0,15.0
522303018041,889.969262,1374.2936463333333,87.5,146.1,4.0,15.0
522303041004,1378.510245666667,1357.375267333333,102.1,153.3,6.0,16.0
522303044003,1192.607053,1204.4077391666667,99.6,167.8,4.0,15.0
522304002003,1453.0285706666666,3116.8028226666665,140.0,166.4,12.0,23.0
522304007021,1821.9829403333333,3000.451254,125.9,170.2,9.0,20.0
522304011004,1449.285288,1554.81748,134.4,156.7,12.0,23.0
522304012005,2483.6011963333335,2674.1852673333337,156.6,172.4,13.0,24.0
522304013005,1560.5730746666668,1379.9868043333333,135.7,161.0,13.0,24.0
522304013006,1367.4920950000003,2257.3819231666666,128.5,165.6,11.0,22.0
522304015042,774.0298750000001,1243.313044,95.9,148.8,4.0,15.0
522304015043,580.98229,1181.1373816666667,84.3,142.9,3.0,14.0
522304016061,1235.4675543333333,1283.9202726666665,104.0,151.8,5.0,16.0
522401061003,2432.854072666667,2155.6704846666667,120.1,167.0,7.0,18.0
522401062003,1948.7454316666665,1977.8154536666668,,165.0,4.0,15.0
522401064004,1374.862311125,1908.3795666666663,82.0,149.0,2.0,13.0
522402001008,2387.025,1492.5942137499999,151.0,178.0,12.0,23.0
522402006005,2449.688541,2930.690042,178.0,172.3,16.0,27.0
522402014004,1445.4989518888888,1283.1493346666666,172.0,165.0,18.0,29.0
522402018008,3035.3273676666668,1192.756337,137.5,166.5,12.0,23.0
522403002042,1549.1268836666666,1836.4988253333333,97.0,159.0,4.0,15.0
522403007006,2179.618005,3213.2891876666667,140.1,165.1,12.0,23.0
522403010061,570.9866666666667,1543.3634360000003,89.0,167.5,2.0,13.0
522403011003,3761.3457357777784,1785.1840176666667,163.0,165.3,17.0,28.0
522403011004,2708.75917,1873.4148173333333,162.2,165.4,14.0,25.0
522403011031,2426.208259859419,1676.1613693333331,130.0,171.0,8.0,19.0
522403062003,1710.7087411936418,1639.5910656666665,109.0,176.2,5.0,16.0
522404020042,1521.859888,875.9218263333332,99.2,160.0,3.0,14.0
522404041004,1292.1740873333333,898.3436126666667,,166.0,4.0,15.0
